"name","comment"
"AtoCas_62","ok"
"AtoCas_64","fehlerhaft"
"AtoCas_65","drift "
"AtoCas_67","seems ok"
"AtoCas_69","fehlerhaft"
"AtoCas_70","seems ok"
"AtoCas_71","ok"
"AtoCas_73","fehlehaft"
"AtoCas_75","seems ok"
"AtoCas_76","ok"
"AtoCas_77","drift"
"AtoCas_78","drift fehlerhaft"
"AtoFoxp_44","fragich"
"AtoFoxp_48","starke präferenz, verwerfen"
"AtoFoxP_49","präf"
"AtoFoxp_52","ok"
"AtoFoxp_54","slight drift?"
"AtoFoxp_56","ok"
